char01,char02,char03,char04,char05,char06,char07,char08,Valid
o,n,f,*,*,*,*,*,invalid
c,v,f,*,*,*,*,*,invalid
y,p,w,w,a,e,x,*,invalid
i,l,r,y,c,*,*,*,invalid
v,u,r,q,k,p,c,*,invalid
d,a,m,*,*,*,*,*,valid
d,p,w,c,*,*,*,*,invalid
p,q,v,p,*,*,*,*,invalid
h,a,y,c,o,c,k,s,valid
y,j,h,*,*,*,*,*,invalid
c,a,t,s,*,*,*,*,valid
x,h,x,f,v,i,n,*,invalid
b,u,r,r,o,w,*,*,valid
r,r,x,*,*,*,*,*,invalid
q,j,n,m,c,*,*,*,invalid
h,o,e,l,h,*,*,*,invalid
l,u,g,g,a,g,e,*,valid
c,o,m,k,n,x,m,*,invalid
t,r,i,c,k,l,e,d,valid
y,y,h,*,*,*,*,*,invalid
u,x,v,b,j,e,*,*,invalid
c,x,m,n,*,*,*,*,invalid
a,c,t,u,a,t,e,s,valid
d,x,t,a,s,k,*,*,invalid
q,e,r,b,*,*,*,*,invalid
i,s,l,a,n,d,e,r,valid
s,t,r,e,a,m,e,d,valid
w,e,a,k,e,s,t,*,valid
i,y,x,g,i,h,f,*,invalid
p,a,r,t,o,o,k,*,valid
b,a,t,h,o,s,*,*,valid
e,d,s,k,u,q,*,*,invalid
p,w,g,x,s,*,*,*,invalid
b,f,p,p,*,*,*,*,invalid
p,u,a,h,y,*,*,*,invalid
y,g,k,d,r,l,*,*,invalid
s,p,a,n,k,i,n,g,valid
b,p,q,*,*,*,*,*,invalid
g,u,e,s,s,e,r,s,valid
s,f,f,y,d,m,g,*,invalid
j,f,y,*,*,*,*,*,invalid
f,r,x,u,n,m,*,*,invalid
l,o,w,e,r,i,n,g,valid
a,b,i,d,y,c,g,*,invalid
s,q,u,a,r,e,*,*,valid
o,b,s,c,u,r,e,d,valid
r,a,h,m,t,f,l,*,invalid
h,f,s,a,n,b,c,*,invalid
n,x,q,u,v,*,*,*,invalid
w,i,i,b,q,f,e,*,invalid
y,g,d,o,k,j,p,*,invalid
y,p,n,q,l,o,*,*,invalid
m,x,l,m,j,d,a,*,invalid
a,i,f,*,*,*,*,*,invalid
h,y,p,f,*,*,*,*,invalid
d,e,w,n,a,t,w,*,invalid
p,i,n,k,u,*,*,*,valid
b,n,y,m,*,*,*,*,invalid
s,f,p,d,c,y,c,*,invalid
e,p,m,x,f,*,*,*,invalid
v,q,y,*,*,*,*,*,invalid
p,r,u,y,x,*,*,*,invalid
f,l,u,b,*,*,*,*,valid
e,x,x,o,a,b,*,*,invalid
t,s,l,f,h,w,s,*,invalid
f,y,n,o,y,*,*,*,invalid
g,b,d,c,x,v,l,*,invalid
e,m,o,*,*,*,*,*,valid
k,d,o,e,q,*,*,*,invalid
d,q,h,v,p,r,n,*,invalid
i,s,o,j,g,*,*,*,invalid
k,h,y,y,i,v,j,*,invalid
f,d,r,*,*,*,*,*,invalid
v,a,s,t,s,*,*,*,valid
f,v,a,i,*,*,*,*,invalid
a,t,c,b,*,*,*,*,invalid
c,u,r,a,c,y,*,*,valid
q,u,a,*,*,*,*,*,invalid
s,h,t,i,c,k,s,*,valid
f,i,g,h,t,i,n,g,valid
m,u,t,e,s,*,*,*,valid
j,d,r,*,*,*,*,*,invalid
s,o,a,r,i,n,g,*,valid
t,h,r,o,w,*,*,*,valid
h,n,m,*,*,*,*,*,invalid
t,w,i,s,t,*,*,*,valid
i,a,t,i,e,m,*,*,invalid
h,x,r,*,*,*,*,*,invalid
j,e,w,e,l,i,n,g,valid
m,c,m,*,*,*,*,*,invalid
u,d,g,u,l,*,*,*,invalid
p,f,o,h,u,w,y,*,invalid
e,b,v,m,*,*,*,*,invalid
h,o,m,i,e,*,*,*,valid
a,f,o,o,t,*,*,*,valid
j,n,h,b,i,*,*,*,invalid
a,p,k,d,y,e,*,*,invalid
e,n,f,o,r,c,e,d,valid
e,p,l,*,*,*,*,*,invalid
l,m,j,u,g,i,*,*,invalid
a,d,u,l,a,t,e,s,valid
p,b,r,e,h,*,*,*,invalid
s,q,u,i,r,m,e,d,valid
p,i,a,z,z,a,s,*,valid
b,e,g,a,n,*,*,*,valid
l,m,o,f,g,*,*,*,invalid
s,i,d,e,a,r,m,*,valid
o,g,j,r,g,p,*,*,invalid
c,h,a,s,e,*,*,*,valid
o,o,f,a,b,j,*,*,invalid
q,j,j,n,u,u,s,*,invalid
g,j,p,d,*,*,*,*,invalid
c,u,r,e,d,*,*,*,valid
p,u,r,i,f,i,e,r,valid
i,n,r,a,u,x,*,*,invalid
k,d,d,w,x,f,*,*,invalid
v,q,g,s,*,*,*,*,invalid
l,o,u,s,y,*,*,*,valid
s,c,d,a,p,m,*,*,invalid
w,p,a,l,*,*,*,*,invalid
n,c,m,v,n,v,t,*,invalid
m,j,j,*,*,*,*,*,invalid
y,w,u,b,*,*,*,*,invalid
i,x,g,n,*,*,*,*,invalid
f,l,a,k,*,*,*,*,valid
k,v,e,o,g,*,*,*,invalid
b,r,a,v,e,r,*,*,valid
i,f,s,*,*,*,*,*,invalid
t,s,h,y,*,*,*,*,invalid
r,a,z,z,e,d,*,*,valid
e,l,a,m,o,*,*,*,invalid
h,l,g,n,q,x,*,*,invalid
q,s,p,k,f,s,*,*,invalid
f,r,h,e,*,*,*,*,invalid
k,x,w,p,q,*,*,*,invalid
b,f,q,*,*,*,*,*,invalid
w,h,e,a,l,s,*,*,valid
a,v,a,h,*,*,*,*,invalid
f,a,l,l,o,w,*,*,valid
h,t,h,p,*,*,*,*,invalid
a,k,j,j,*,*,*,*,invalid
u,n,t,*,*,*,*,*,invalid
l,s,i,k,s,c,*,*,invalid
l,v,a,v,t,x,x,*,invalid
p,f,o,e,a,x,k,*,invalid
h,a,r,d,i,e,r,*,valid
d,t,r,*,*,*,*,*,invalid
h,r,m,g,d,s,h,*,invalid
s,k,p,j,k,o,r,*,invalid
h,t,l,f,*,*,*,*,invalid
e,f,f,e,c,t,*,*,valid
g,t,o,y,f,*,*,*,invalid
t,y,m,y,u,*,*,*,invalid
j,y,s,*,*,*,*,*,invalid
w,q,q,*,*,*,*,*,invalid
h,o,a,r,d,s,*,*,valid
b,u,m,b,l,e,r,*,valid
t,a,c,i,t,u,r,n,valid
o,t,m,i,*,*,*,*,invalid
h,f,p,*,*,*,*,*,invalid
h,u,k,v,*,*,*,*,invalid
v,e,b,*,*,*,*,*,invalid
l,m,h,e,c,*,*,*,invalid
s,u,d,s,*,*,*,*,valid
u,r,t,*,*,*,*,*,invalid
c,j,i,y,j,p,f,*,invalid
j,e,f,*,*,*,*,*,invalid
a,u,g,h,t,*,*,*,valid
t,a,l,l,n,e,s,s,valid
m,o,l,l,*,*,*,*,valid
s,w,i,s,h,e,r,*,valid
j,o,l,l,i,e,r,*,valid
o,a,l,s,r,d,*,*,invalid
b,u,r,n,o,u,t,*,valid
n,d,y,l,d,x,b,*,invalid
c,o,y,o,r,k,k,*,invalid
v,o,w,i,n,g,*,*,valid
s,c,y,h,n,g,*,*,invalid
b,e,e,l,i,n,e,*,valid
n,r,v,r,*,*,*,*,invalid
s,a,a,*,*,*,*,*,invalid
n,i,w,a,t,o,r,i,valid
v,m,k,*,*,*,*,*,invalid
v,o,g,s,w,*,*,*,invalid
g,m,r,q,*,*,*,*,invalid
e,x,o,p,a,*,*,*,invalid
p,v,q,e,m,*,*,*,invalid
r,y,k,a,j,*,*,*,invalid
w,a,r,d,r,o,o,m,valid
w,t,e,w,*,*,*,*,invalid
h,r,d,k,d,*,*,*,invalid
y,b,f,f,*,*,*,*,invalid
d,q,d,*,*,*,*,*,invalid
d,i,n,g,i,e,s,t,valid
u,k,t,*,*,*,*,*,invalid
c,y,c,l,o,n,e,s,valid
v,v,r,k,i,v,*,*,invalid
c,d,f,*,*,*,*,*,invalid
u,o,y,s,l,d,n,*,invalid
b,a,s,k,e,t,s,*,valid
u,d,r,p,a,h,m,*,invalid
e,b,k,o,j,h,*,*,invalid
x,o,p,u,r,*,*,*,invalid
p,j,t,a,e,x,*,*,invalid
t,r,a,u,m,a,*,*,valid
n,e,k,a,g,o,h,*,invalid
s,s,x,e,*,*,*,*,invalid
i,y,y,*,*,*,*,*,invalid
e,m,c,u,c,*,*,*,invalid
s,g,o,p,b,x,t,*,invalid
b,r,u,n,c,h,*,*,valid
v,w,d,*,*,*,*,*,invalid
t,e,h,x,x,x,*,*,invalid
m,a,l,a,r,k,e,y,valid
w,t,k,f,a,d,*,*,invalid
v,t,c,o,l,m,l,*,invalid
u,t,m,e,b,b,*,*,invalid
i,n,f,i,x,*,*,*,valid
x,x,o,i,q,f,*,*,invalid
u,n,d,e,r,a,c,t,valid
s,v,u,d,h,u,h,*,invalid
g,j,a,h,d,y,*,*,invalid
p,r,a,t,t,l,e,d,valid
k,p,m,g,a,*,*,*,invalid
n,o,j,e,*,*,*,*,invalid
s,i,n,n,e,r,*,*,valid
q,v,b,f,y,g,w,*,invalid
d,a,i,*,*,*,*,*,invalid
p,y,q,t,p,n,*,*,invalid
h,c,b,f,*,*,*,*,invalid
l,p,s,g,k,b,*,*,invalid
s,c,a,l,p,s,*,*,valid
r,e,f,i,n,e,d,*,valid
m,o,t,e,s,*,*,*,valid
v,c,d,*,*,*,*,*,invalid
v,p,f,m,*,*,*,*,invalid
m,a,i,l,i,n,g,*,valid
a,d,n,m,*,*,*,*,invalid
d,a,n,d,r,u,f,f,valid
g,b,m,o,r,*,*,*,invalid
c,r,e,*,*,*,*,*,invalid
w,a,w,m,l,*,*,*,invalid
l,y,r,e,s,*,*,*,valid
g,a,z,p,a,c,h,o,valid
l,c,f,o,k,q,c,*,invalid
g,e,x,w,*,*,*,*,invalid
c,v,u,y,a,g,*,*,invalid
x,q,x,w,r,*,*,*,invalid
v,l,w,f,e,o,*,*,invalid
p,e,e,l,e,d,*,*,valid
n,v,x,*,*,*,*,*,invalid
o,r,c,h,a,r,d,*,valid
r,o,b,b,i,n,g,*,valid
h,y,o,*,*,*,*,*,invalid
j,t,d,*,*,*,*,*,invalid
m,o,l,d,*,*,*,*,valid
k,c,j,e,q,q,i,*,invalid
l,a,d,l,e,*,*,*,valid
a,m,x,u,k,f,*,*,invalid
g,r,a,n,t,*,*,*,valid
e,b,c,e,g,v,*,*,invalid
j,a,e,w,n,*,*,*,invalid
u,b,c,a,*,*,*,*,invalid
v,t,t,*,*,*,*,*,invalid
j,c,v,x,j,t,o,*,invalid
l,a,t,t,e,r,*,*,valid
j,w,e,a,*,*,*,*,invalid
b,k,e,g,*,*,*,*,invalid
m,q,j,*,*,*,*,*,invalid
y,h,q,*,*,*,*,*,invalid
q,s,b,p,*,*,*,*,invalid
s,e,t,s,*,*,*,*,valid
o,p,t,i,c,a,l,*,valid
c,u,r,s,e,*,*,*,valid
l,b,s,*,*,*,*,*,invalid
e,m,r,l,c,*,*,*,invalid
a,d,j,u,n,c,t,*,valid
i,n,w,a,r,d,s,*,valid
s,l,q,p,v,o,*,*,invalid
p,y,t,o,d,m,*,*,invalid
d,i,c,t,i,o,n,*,valid
b,o,n,i,e,s,t,*,valid
q,u,a,h,o,g,*,*,valid
m,a,n,i,k,i,n,s,valid
g,o,o,i,e,s,t,*,valid
f,u,r,t,h,e,r,*,valid
b,l,u,s,h,i,n,g,valid
v,e,l,d,t,*,*,*,valid
k,l,g,*,*,*,*,*,invalid
h,t,p,*,*,*,*,*,invalid
g,u,r,u,s,*,*,*,valid
b,a,w,l,i,n,g,*,valid
a,t,o,m,i,z,e,r,valid
o,h,l,o,h,v,*,*,invalid
m,t,c,*,*,*,*,*,invalid
d,t,m,v,u,*,*,*,invalid
f,l,o,u,r,*,*,*,valid
p,e,n,a,l,t,y,*,valid
t,e,d,i,o,u,s,*,valid
w,e,c,l,o,a,*,*,invalid
l,e,a,p,i,n,g,*,valid
y,m,x,l,*,*,*,*,invalid
w,v,h,c,f,a,*,*,invalid
c,o,i,t,*,*,*,*,invalid
v,n,g,u,l,*,*,*,invalid
d,c,c,*,*,*,*,*,invalid
s,d,c,o,h,*,*,*,invalid
e,e,k,*,*,*,*,*,invalid
m,o,l,l,i,f,y,*,valid
n,n,r,m,c,*,*,*,invalid
s,t,o,r,a,g,e,*,valid
a,q,y,a,w,*,*,*,invalid
n,t,t,l,*,*,*,*,invalid
g,a,n,g,l,i,n,g,valid
b,e,l,t,*,*,*,*,valid
p,t,f,w,p,m,*,*,invalid
t,s,y,a,n,*,*,*,invalid
t,h,a,n,k,e,d,*,valid
w,o,b,b,l,e,d,*,valid
g,a,m,b,o,l,s,*,valid
h,a,u,n,t,e,d,*,valid
g,r,y,*,*,*,*,*,invalid
x,s,w,*,*,*,*,*,invalid
r,e,l,a,y,s,*,*,valid
n,e,c,*,*,*,*,*,invalid
r,o,s,e,b,u,d,*,valid
d,x,m,m,*,*,*,*,invalid
s,o,d,s,*,*,*,*,valid
j,r,v,d,*,*,*,*,invalid
h,o,i,o,b,s,*,*,invalid
f,e,r,v,i,d,*,*,valid
w,k,o,n,g,*,*,*,invalid
t,h,b,i,p,u,*,*,invalid
b,c,g,w,c,i,*,*,invalid
r,i,g,s,*,*,*,*,valid
y,u,e,*,*,*,*,*,invalid
b,c,b,k,q,e,i,*,invalid
s,l,u,*,*,*,*,*,invalid
p,i,i,n,g,*,*,*,valid
s,s,q,p,c,*,*,*,invalid
m,r,b,w,u,*,*,*,invalid
o,i,g,w,*,*,*,*,invalid
x,a,v,t,q,o,n,*,invalid
r,h,l,h,t,w,q,*,invalid
k,u,v,w,f,*,*,*,invalid
i,l,m,u,g,t,*,*,invalid
p,f,w,e,w,*,*,*,invalid
b,a,k,e,m,o,n,o,valid
s,q,t,h,q,c,s,*,invalid
c,l,a,n,k,e,d,*,valid
e,a,r,w,i,g,s,*,valid
s,x,g,*,*,*,*,*,invalid
t,u,d,*,*,*,*,*,invalid
j,w,f,l,g,*,*,*,invalid
m,y,r,u,e,*,*,*,invalid
h,a,r,d,s,h,i,p,valid
v,o,n,j,k,j,l,*,invalid
m,x,k,s,r,*,*,*,invalid
y,f,r,o,y,r,*,*,invalid
y,r,g,*,*,*,*,*,invalid
x,y,y,*,*,*,*,*,invalid
d,o,t,e,s,*,*,*,valid
p,f,n,j,f,*,*,*,invalid
f,e,q,*,*,*,*,*,invalid
g,m,t,a,b,n,*,*,invalid
f,l,e,c,k,*,*,*,valid
u,t,o,*,*,*,*,*,invalid
p,r,e,v,e,n,t,*,valid
o,f,f,e,n,d,e,d,valid
f,e,s,t,o,o,n,*,valid
b,g,f,g,x,i,e,*,invalid
e,l,i,c,i,t,*,*,valid
a,p,o,l,o,g,y,*,valid
e,x,p,e,c,t,s,*,valid
o,j,a,t,c,e,v,*,invalid
s,y,o,*,*,*,*,*,invalid
a,e,w,l,m,y,a,*,invalid
g,u,w,n,l,*,*,*,invalid
c,a,s,s,o,c,k,s,valid
x,j,m,r,e,*,*,*,invalid
n,u,n,n,e,r,y,*,valid
x,r,f,r,p,i,f,*,invalid
o,j,t,w,m,q,*,*,invalid
l,q,w,h,c,*,*,*,invalid
t,w,i,r,l,s,*,*,valid
f,a,k,e,d,*,*,*,valid
p,a,r,a,b,o,l,a,valid
x,b,g,j,v,e,i,*,invalid
h,g,p,w,e,o,p,*,invalid
c,g,c,n,b,c,*,*,invalid
s,o,y,i,y,v,g,*,invalid
r,t,c,*,*,*,*,*,invalid
u,x,r,w,r,d,*,*,invalid
j,s,o,f,c,*,*,*,invalid
n,u,m,b,l,y,*,*,valid
u,l,c,e,r,o,u,s,valid
d,h,l,e,f,*,*,*,invalid
w,c,h,r,c,*,*,*,invalid
q,b,d,t,y,w,o,*,invalid
n,j,v,*,*,*,*,*,invalid
w,p,g,q,e,p,s,*,invalid
a,m,m,o,*,*,*,*,valid
p,o,p,e,*,*,*,*,valid
v,i,g,o,r,o,u,s,valid
h,a,l,i,b,u,t,*,valid
w,i,g,g,l,e,s,*,valid
y,q,q,*,*,*,*,*,invalid
s,o,r,r,i,e,s,t,valid
p,x,n,b,b,p,*,*,invalid
n,h,g,f,p,o,*,*,invalid
j,x,e,*,*,*,*,*,invalid
n,o,n,s,e,n,s,e,valid
m,x,a,*,*,*,*,*,invalid
j,w,v,f,p,r,*,*,invalid
e,o,c,f,*,*,*,*,invalid
k,s,p,p,d,r,k,*,invalid
s,i,d,l,e,d,*,*,valid
g,p,w,q,p,h,*,*,invalid
c,o,m,p,i,l,e,s,valid
g,a,j,o,*,*,*,*,invalid
q,j,p,x,*,*,*,*,invalid
x,d,x,l,t,r,v,*,invalid
n,e,k,o,*,*,*,*,valid
u,t,t,y,d,*,*,*,invalid
p,k,y,r,n,d,k,*,invalid
x,g,a,u,a,*,*,*,invalid
p,r,o,s,p,e,c,t,valid
j,a,b,o,t,*,*,*,valid
a,b,s,e,n,t,e,d,valid
u,q,l,*,*,*,*,*,invalid
a,a,u,p,l,t,*,*,invalid
o,o,m,f,*,*,*,*,invalid
r,y,i,c,f,s,d,*,invalid
m,o,o,c,h,e,r,s,valid
y,o,k,*,*,*,*,*,invalid
f,j,q,*,*,*,*,*,invalid
n,h,v,a,s,f,s,*,invalid
l,u,n,a,c,y,*,*,valid
c,j,s,n,h,l,*,*,invalid
a,d,v,v,e,h,*,*,invalid
a,n,y,w,a,y,*,*,valid
h,h,h,q,a,y,m,*,invalid
w,r,u,j,b,*,*,*,invalid
t,l,i,k,*,*,*,*,invalid
t,r,n,i,s,h,*,*,invalid
l,s,o,r,*,*,*,*,invalid
m,c,b,*,*,*,*,*,invalid
d,e,n,i,e,r,s,*,valid
m,t,w,h,s,v,*,*,invalid
c,o,n,f,e,t,t,i,valid
l,i,c,e,n,c,e,*,valid
h,a,s,h,e,e,s,h,valid
r,a,c,k,i,n,g,*,valid
e,e,a,*,*,*,*,*,invalid
a,v,j,t,x,p,*,*,invalid
i,m,f,c,q,s,*,*,invalid
o,c,h,q,x,r,g,*,invalid
s,t,a,i,n,*,*,*,valid
q,n,h,*,*,*,*,*,invalid
p,x,x,s,*,*,*,*,invalid
w,r,r,e,*,*,*,*,invalid
a,p,p,a,l,*,*,*,valid
p,m,y,*,*,*,*,*,invalid
x,l,v,c,*,*,*,*,invalid
d,r,i,e,r,*,*,*,valid
g,o,l,f,e,r,*,*,valid
k,o,v,b,s,u,*,*,invalid
k,w,r,v,v,p,w,*,invalid
m,m,u,d,*,*,*,*,invalid
l,a,e,k,*,*,*,*,invalid
d,u,m,m,i,e,s,*,valid
f,r,t,k,*,*,*,*,invalid
l,u,m,g,u,r,*,*,invalid
o,p,p,o,s,e,s,*,valid
y,j,w,c,p,h,*,*,invalid
a,g,n,d,k,u,*,*,invalid
p,y,k,l,q,l,*,*,invalid
x,h,i,k,*,*,*,*,invalid
m,e,r,i,t,e,d,*,valid
y,o,s,y,e,*,*,*,invalid
g,r,u,n,t,*,*,*,valid
s,t,a,f,f,e,d,*,valid
i,b,k,j,b,s,*,*,invalid
i,y,h,m,i,*,*,*,invalid
i,d,x,p,d,*,*,*,invalid
p,t,a,b,m,r,e,*,invalid
k,t,g,s,a,p,s,*,invalid
k,m,g,c,s,*,*,*,invalid
t,h,u,m,p,*,*,*,valid
k,d,s,a,q,g,w,*,invalid
l,e,v,e,r,e,d,*,valid
x,t,i,k,m,s,*,*,invalid
s,i,b,d,t,w,q,*,invalid
h,r,i,j,j,x,*,*,invalid
c,r,o,u,c,h,*,*,valid
k,p,c,*,*,*,*,*,invalid
h,d,p,g,x,*,*,*,invalid
h,a,q,p,e,x,h,*,invalid
e,v,e,r,y,o,n,e,valid
c,e,t,n,y,*,*,*,invalid
p,r,o,v,e,*,*,*,valid
c,a,n,i,n,e,s,*,valid
b,e,d,d,i,n,g,*,valid
h,a,r,t,*,*,*,*,valid
p,a,t,o,i,s,*,*,valid
a,h,i,k,*,*,*,*,invalid
c,u,r,p,s,p,j,*,invalid
l,o,w,e,s,t,*,*,valid
b,t,p,q,t,h,s,*,invalid
c,h,o,w,d,e,r,*,valid
c,p,r,a,l,x,*,*,invalid
s,w,e,a,t,*,*,*,valid
c,l,l,v,g,q,q,*,invalid
p,r,a,w,n,s,*,*,valid
d,t,v,i,j,*,*,*,invalid
r,a,f,u,s,e,k,*,invalid
q,d,g,j,w,p,b,*,invalid
u,r,n,s,*,*,*,*,valid
w,k,d,l,*,*,*,*,invalid
q,m,g,c,q,l,y,*,invalid
h,i,r,a,g,a,n,a,valid
d,a,e,r,j,*,*,*,invalid
m,b,j,a,s,u,o,*,invalid
t,o,o,t,i,n,g,*,valid
m,f,d,p,d,b,*,*,invalid
b,a,l,f,x,j,*,*,invalid
l,e,a,p,f,r,o,g,valid
l,w,c,d,p,e,u,*,invalid
w,i,n,g,n,u,t,s,valid
y,f,p,r,o,r,*,*,invalid
a,l,m,s,*,*,*,*,valid
f,y,t,c,*,*,*,*,invalid
p,h,v,m,q,n,*,*,invalid
g,o,o,d,l,i,e,r,valid
u,q,p,p,x,v,d,*,invalid
n,d,j,m,*,*,*,*,invalid
y,a,r,q,b,c,*,*,invalid
s,p,a,*,*,*,*,*,invalid
o,l,o,*,*,*,*,*,invalid
t,o,s,u,*,*,*,*,invalid
j,t,b,h,d,k,*,*,invalid
g,m,t,y,n,e,k,*,invalid
p,f,j,n,*,*,*,*,invalid
f,a,i,l,s,*,*,*,valid
c,n,f,*,*,*,*,*,invalid
o,m,x,m,j,*,*,*,invalid
s,a,l,a,r,i,e,d,valid
r,t,j,p,x,j,*,*,invalid
s,h,a,v,e,s,*,*,valid
x,u,t,o,n,*,*,*,invalid
m,u,c,k,e,d,*,*,valid
q,j,i,t,*,*,*,*,invalid
i,s,i,e,y,v,*,*,invalid
v,s,b,*,*,*,*,*,invalid
c,a,t,e,r,e,r,*,valid
b,f,s,u,*,*,*,*,invalid
o,u,d,g,e,t,s,*,invalid
n,a,t,u,r,a,l,*,valid
s,p,a,*,*,*,*,*,valid
d,h,u,s,i,n,p,*,invalid
n,p,s,*,*,*,*,*,invalid
s,q,t,q,s,*,*,*,invalid
d,t,g,s,p,*,*,*,invalid
d,a,i,h,*,*,*,*,invalid
u,f,y,l,y,r,f,*,invalid
k,j,u,v,*,*,*,*,invalid
f,i,j,g,*,*,*,*,invalid
d,r,o,p,o,u,t,*,valid
p,e,a,k,s,*,*,*,valid
e,w,m,g,q,o,*,*,invalid
s,t,i,t,c,h,e,d,valid
b,l,v,b,*,*,*,*,invalid
v,i,s,i,n,g,*,*,valid
v,a,m,p,*,*,*,*,valid
t,d,k,a,e,i,y,*,invalid
r,o,j,g,a,v,*,*,invalid
t,l,m,u,e,*,*,*,invalid
i,e,f,*,*,*,*,*,invalid
o,y,v,j,b,f,*,*,invalid
r,u,b,b,i,n,g,*,valid
o,a,o,n,p,k,c,*,invalid
a,g,o,n,i,z,e,*,valid
e,p,q,e,a,f,*,*,invalid
e,c,w,d,*,*,*,*,invalid
s,e,w,s,*,*,*,*,valid
o,u,t,l,a,y,s,*,valid
o,q,b,r,*,*,*,*,invalid
w,r,m,t,t,*,*,*,invalid
g,o,b,b,l,i,n,g,valid
i,m,p,i,o,u,s,*,valid
h,a,l,e,d,*,*,*,valid
a,c,r,c,w,p,*,*,invalid
r,a,a,m,k,*,*,*,invalid
b,u,r,x,w,o,*,*,invalid
v,o,k,*,*,*,*,*,invalid
s,j,e,*,*,*,*,*,invalid
c,w,o,*,*,*,*,*,invalid
w,b,u,j,u,y,r,*,invalid
i,t,m,r,j,l,*,*,invalid
r,v,i,*,*,*,*,*,invalid
n,i,m,*,*,*,*,*,invalid
c,r,a,c,k,e,d,*,valid
r,j,f,q,d,n,*,*,invalid
c,y,u,p,*,*,*,*,invalid
n,k,d,q,y,v,w,*,invalid
d,s,t,u,k,r,*,*,invalid
a,m,i,a,*,*,*,*,invalid
e,t,b,j,q,t,m,*,invalid
c,l,o,n,e,s,*,*,valid
p,a,c,k,e,r,*,*,valid
j,s,w,v,u,n,*,*,invalid
u,w,l,p,f,u,*,*,invalid
l,x,b,m,h,*,*,*,invalid
l,d,r,*,*,*,*,*,invalid
c,h,a,r,g,e,r,s,valid
e,q,o,u,o,i,c,*,invalid
m,o,n,k,*,*,*,*,valid
f,l,i,c,k,s,*,*,valid
w,q,q,*,*,*,*,*,invalid
a,s,b,e,s,t,o,s,valid
u,j,o,m,y,*,*,*,invalid
d,y,e,r,s,*,*,*,valid
t,h,r,o,a,t,y,*,valid
i,x,w,*,*,*,*,*,invalid
g,e,e,*,*,*,*,*,invalid
s,n,a,r,e,s,*,*,valid
r,e,c,l,u,s,e,s,valid
f,m,e,*,*,*,*,*,invalid
h,o,s,p,i,t,a,l,valid
p,a,n,i,c,k,y,*,valid
l,u,b,j,u,*,*,*,invalid
c,u,s,t,o,d,y,*,valid
f,e,l,d,s,p,a,r,valid
s,c,r,u,f,f,*,*,valid
n,x,r,d,*,*,*,*,invalid
s,c,u,f,f,s,*,*,valid
p,k,f,g,*,*,*,*,invalid
s,u,b,q,j,k,y,*,invalid
e,s,c,a,p,e,s,*,valid
h,y,p,o,s,*,*,*,valid
a,c,c,o,u,n,t,s,valid
t,h,i,n,e,*,*,*,valid
d,r,y,e,r,*,*,*,valid
q,o,s,*,*,*,*,*,invalid
m,v,x,*,*,*,*,*,invalid
h,f,y,*,*,*,*,*,invalid
q,l,i,*,*,*,*,*,invalid
c,o,o,l,l,y,*,*,valid
c,i,v,i,c,s,*,*,valid
q,f,m,p,*,*,*,*,invalid
k,v,q,a,h,*,*,*,invalid
t,b,l,l,b,q,*,*,invalid
o,b,b,v,a,*,*,*,invalid
s,j,g,l,*,*,*,*,invalid
p,e,e,r,i,n,g,*,valid
p,o,l,i,c,e,s,*,valid
f,l,a,y,s,*,*,*,valid
r,i,t,a,*,*,*,*,invalid
o,w,n,e,r,s,*,*,valid
d,i,t,c,h,e,d,*,valid
g,e,n,e,s,e,s,*,valid
b,o,t,t,o,m,s,*,valid
l,a,r,d,e,d,*,*,valid
n,n,d,y,d,r,*,*,invalid
l,u,s,h,e,r,*,*,valid
e,s,t,h,e,t,e,s,valid
j,q,d,e,*,*,*,*,invalid
l,j,n,j,w,u,*,*,invalid
g,r,a,v,i,e,s,*,valid
m,u,l,a,t,t,o,s,valid
v,s,u,v,q,*,*,*,invalid
a,c,c,e,p,t,s,*,valid
o,v,u,t,*,*,*,*,invalid
c,d,a,k,o,*,*,*,invalid
e,t,g,w,*,*,*,*,invalid
i,n,y,v,u,f,a,*,invalid
h,a,n,g,i,n,g,*,valid
k,i,s,s,e,r,*,*,valid
s,o,r,e,*,*,*,*,valid
c,a,l,c,i,t,e,*,valid
x,h,k,t,*,*,*,*,invalid
a,b,a,c,k,*,*,*,valid
j,l,o,y,h,u,r,*,invalid
m,g,q,u,*,*,*,*,invalid
s,o,c,i,a,l,l,y,valid
s,o,l,v,e,n,t,*,valid
h,e,p,*,*,*,*,*,invalid
p,o,w,e,r,f,u,l,valid
m,o,o,c,h,e,d,*,valid
v,a,l,l,e,y,s,*,valid
g,u,s,h,e,r,s,*,valid
g,f,m,v,*,*,*,*,invalid
r,k,i,y,*,*,*,*,invalid
g,q,y,l,k,q,o,*,invalid
p,e,r,s,i,s,t,*,valid
b,a,l,l,o,o,n,*,valid
e,a,r,f,u,l,*,*,valid
i,c,e,*,*,*,*,*,valid
o,o,h,p,*,*,*,*,invalid
r,o,n,*,*,*,*,*,invalid
n,a,m,i,n,g,*,*,valid
b,a,l,l,a,d,*,*,valid
t,t,w,h,k,i,h,*,invalid
w,h,i,l,i,n,g,*,valid
x,j,i,k,b,d,o,*,invalid
b,r,j,b,g,n,*,*,invalid
s,c,r,e,e,c,h,*,valid
v,u,l,t,u,r,e,*,valid
v,h,o,w,f,g,*,*,invalid
c,i,r,d,v,*,*,*,invalid
s,n,i,p,*,*,*,*,valid
